area,baths,beds,parking,date,main_img,price,address,property_type,agent_name,company_name,logo,maps,check_date,auction_date,school_list,url,village_name,DOMAINSAYS,number,agent_low_price
388m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/yFSSAvLrfCVcBADNl4GmMOwUjKk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018404202_1_1_230310_121954-w3800-h2533,Contact Agent,40 Helen Terrace Valley View SA 5093,Vacant land,Juan Gaviria,Ray White Magill - 323336,,"-34.8378399,138.6661865",,,"[{""school_name"": ""Para Vista Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/para-vista-primary-school-sa-5093-7267""}, {""school_name"": ""Valley View Secondary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/valley-view-secondary-school-sa-5093-6811""}, {""school_name"": ""Prescott Primary School, Northern"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/prescott-primary-school-northern-sa-5093-49875""}]",https://www.domain.com.au/40-helen-terrace-valley-view-sa-5093-2018404202,VALLEY VIEW,"40 Helen Terrace, Valley View SA 5093 was last sold in 2022.",5093,350000
,1.0,1.0,,Organise an inspection,https://rimh2.domainstatic.com.au/ijcc10Ps_19c8vblWhcZNtFxu6w=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017856140_1_1_230315_121858-w3508-h2480,"$399,000 to $419,000",1A Goodes Road Ridgehaven SA 5097,Vacant land,Gary Brar,Fab Realtors - SA (RLA 312162),,"-34.8211503,138.7072175",,,"[{""school_name"": ""Ridgehaven Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/ridgehaven-primary-school-sa-5097-7328""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.9 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/1a-goodes-road-ridgehaven-sa-5097-2017856140,RIDGEHAVEN,,5097,350000
461m²,1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/_wm-d3iV7WpQpVDwLLKl751PRoU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017928694_1_1_230216_013407-w1200-h800,$399-438K,29 & 29A MacDonnell Street Highbury SA 5089,House,Matthew Anand,NOAKES NICKOLAS PTY LTD,,"-34.8500004,138.6988523",,,"[{""school_name"": ""Highbury Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/highbury-primary-school-sa-5090-7088""}, {""school_name"": ""Modbury High School"", ""school_distance"": ""1.5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Torrens Valley Christian School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/torrens-valley-christian-school-sa-5090-7444""}]",https://www.domain.com.au/29-29a-macdonnell-street-highbury-sa-5089-2017928694,HIGHBURY,41 other 4 bedroom housein Highbury have recently been sold. There are currently8 properties for salein Highbury.,5089,350000
,3.0,5.0,14.0,Organise an inspection,https://rimh2.domainstatic.com.au/HGnHt2gMgbdB-2JA_2tjL-Obm-8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/15359452_18_1_230310_122714-w6720-h4480,"$390,000-$420,000",3/6 Bray Avenue Klemzig SA 5087,Apartment / Unit / Flat,Rachel Lawrie,Ray White North Adelaide,,"-34.8846718,138.6366174",,,"[{""school_name"": ""Klemzig Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""3.5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",https://www.domain.com.au/3-6-bray-avenue-klemzig-sa-5087-2018409657,KLEMZIG,"3/6 Bray Avenue, Klemzig SA 5087 was last sold in 2020 and23 other 2 bedroom unitin Klemzig have recently been sold. There are currently1 properties for salein Klemzig.",5087,350000
553m²,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/ROPy6qtWiAyCPApngckJZMlWXzs=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018363548_1_1_230219_102755-w1500-h1000,"$395,000 - $430,000",8 Weston Court Para Hills West SA 5096,House,David Philpott,D B Philpott Real Estate,,"-34.809232,138.6412787",,,"[{""school_name"": ""North Ingle School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-ingle-farm-primary-school-sa-5098-7244""}, {""school_name"": ""Para Hills High School"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-high-school-sa-5096-6818""}, {""school_name"": ""Para Hills West Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-west-primary-school-sa-5096-7266""}]",https://www.domain.com.au/8-weston-court-para-hills-west-sa-5096-2018363548,PARA HILLS WEST,"8 Weston Court, Para Hills West SA 5096 was last sold in 2015 and37 other 3 bedroom housein Para Hills West have recently been sold. There are currently2 properties for salein Para Hills West.",5096,350000
680m²,1.0,4.0,5.0,Organise an inspection,https://rimh2.domainstatic.com.au/DTeoBactPn8Q2R3rmRio23w3rbQ=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018451363_1_1_230330_034328-w8601-h5533,Expressions of interest,3 Jose Court Para Hills West SA 5096,Vacant land,,Bronlea Real Estate,,"-34.80710790000001,138.6394928",,,"[{""school_name"": ""Para Hills High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-high-school-sa-5096-6818""}, {""school_name"": ""Para Hills West Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-west-primary-school-sa-5096-7266""}, {""school_name"": ""Endeavour College"", ""school_distance"": ""1.7 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/schools/mawson-lakes-primary-school-sa-5095-7178""}]",https://www.domain.com.au/3-jose-court-para-hills-west-sa-5096-2018451363,PARA HILLS WEST,"First listed on 30 March, this property has been on Domain for 19 days (last updated on 30 March). It was last sold in 2002.",5096,350000
448m²,,,,Organise an inspection,https://rimh2.domainstatic.com.au/B7nTLCzpAQ-SbEsHJh38bn0kEs4=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018219301_1_1_221123_053559-w4800-h3600,"$370,000","102, 15 Leeds Avenue Hope Valley SA 5090",Vacant land,Tim Ellis,Ellis Real Estate,,"-34.8463219,138.6989699",,,"[{""school_name"": ""Modbury South Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-south-primary-school-sa-5090-7196""}, {""school_name"": ""Modbury High School"", ""school_distance"": ""1.1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Torrens Valley Christian School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/torrens-valley-christian-school-sa-5090-7444""}]",https://www.domain.com.au/102-15-leeds-avenue-hope-valley-sa-5090-2018219301,HOPE VALLEY,,5090,350000
383.24m²,2.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/9NXc3BFufVGpOnZIJumvt21ws2o=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018040769_1_1_220901_050537-w2560-h1920,"Price guide $355,000 - $370,000",7a Sabre Avenue Ingle Farm SA 5098,Vacant land,Rick Schultz,Ray White Port Adelaide,,"-34.8198539,138.6465047",,,"[{""school_name"": ""North Ingle School"", ""school_distance"": ""0.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/north-ingle-farm-primary-school-sa-5098-7244""}, {""school_name"": ""Para Hills High School"", ""school_distance"": ""2.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-high-school-sa-5096-6818""}, {""school_name"": ""Good Shepherd Lutheran School - Para Vista"", ""school_distance"": ""2.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/good-shepherd-lutheran-school-sa-5093-49842""}]",https://www.domain.com.au/7a-sabre-avenue-ingle-farm-sa-5098-2018040769,INGLE FARM,,5098,350000
553m²,,,,Organise an inspection,https://rimh2.domainstatic.com.au/zmWpdQ7SdlKjvzsg9tHzbNp0Jhk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018392536_4_1_230302_063638-w3000-h1686,"$399,000",Lot 103/ White Ave Tea Tree Gully SA 5091,Vacant land,Sam Doman,Ray White Tea Tree Gully,,"-34.8244885,138.7195044",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/lot-103-white-ave-tea-tree-gully-sa-5091-2018392583,TEA TREE GULLY,,5091,350000
,4.0,6.0,10.0,Organise an inspection,https://rimh2.domainstatic.com.au/p3q0iVzyDv94syoxoNZXdnJpFis=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018440391_1_1_230324_034435-w1600-h1066,"$359,000 - $379,000",5B Broom Street Tea Tree Gully SA 5091,Vacant land,Len Allington,Smith Partners Real Estate,,"-34.8199254,138.7322798",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""0.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/5b-broom-street-tea-tree-gully-sa-5091-2018440391,TEA TREE GULLY,"First listed on 24 March, this property has been on Domain for 25 days.",5091,350000
553m²,2.0,3.0,5.0,Organise an inspection,https://rimh2.domainstatic.com.au/qQNzHtPM3iavd2UkvWQBzQw9DDI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018392536_7_1_230302_063638-w1019-h944,"$399,000",Lot 104/ White Ave Tea Tree Gully SA 5091,Vacant land,Sam Doman,Ray White Tea Tree Gully,,"-34.8244885,138.7195044",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/lot-104-white-ave-tea-tree-gully-sa-5091-2018392591,TEA TREE GULLY,,5091,350000
512m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/qQNzHtPM3iavd2UkvWQBzQw9DDI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018392536_7_1_230302_063638-w1019-h944,"$399,000",Lot 100/ White Ave Tea Tree Gully SA 5091,Vacant land,Sam Doman,Ray White Tea Tree Gully,,"-34.8249801,138.7214213",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/lot-100-white-ave-tea-tree-gully-sa-5091-2018395387,TEA TREE GULLY,,5091,350000
346m²,1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/Up01sV_UOA4vYOl5BIf-OrrvGGE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018150308_1_1_230326_113234-w2481-h3508,BEST OFFER,"1&2, 12 Gordini Crescent Holden Hill SA 5088",Vacant land,Connie Chu,AC Real Estate,,"-34.8535879,138.6672263",,,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",https://www.domain.com.au/1-2-12-gordini-crescent-holden-hill-sa-5088-2018150308,HOLDEN HILL,"1&2, 12 Gordini Crescent, Holden Hill SA 5088 was last sold in 2022.",5088,350000
353m²,1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/2e9T-3RT-21kFkjYsGgVjNQjocI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018061755_2_1_220912_073357-w1920-h5803,"$375,000",8 Pegasi Avenue Hope Valley SA 5090,Vacant land,Charlene Alperez,No Agent Property ,,"-34.8421057,138.7026549",,,"[{""school_name"": ""Modbury High School"", ""school_distance"": ""0.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Ardtornish Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/ardtornish-primary-school-sa-5097-6880""}, {""school_name"": ""Torrens Valley Christian School"", ""school_distance"": ""0.2 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/torrens-valley-christian-school-sa-5090-7444""}]",https://www.domain.com.au/8-pegasi-avenue-hope-valley-sa-5090-2018061755,HOPE VALLEY,"8 Pegasi Avenue, Hope Valley SA 5090 was last sold in 2006.",5090,350000
416m²,1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/7387u-DsURPGTQF9hQEp6sNts_k=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018446438_1_1_230328_112635-w1200-h899,Contact agent,50/15 WRIGHT Avenue Northfield SA 5085,Vacant land,Chirag Chavda,Wemark Real Estate,,"-34.8518315,138.6214075",,,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Cedar College"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",https://www.domain.com.au/50-15-wright-avenue-northfield-sa-5085-2018446438,NORTHFIELD,"First listed on 28 March, this property has been on Domain for 21 days.",5085,350000
322m²,1.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/s5-LKQGGAE2_NEBAKVmXdctKZ18=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017627244_1_1_220303_102117-w3787-h4149,"$359,000 - $389,000",Lot 2/1 Learmonth Terrace Enfield SA 5085,Vacant land,Tristian Kennedy,Ray White Grange,,"-34.8566282,138.6014844",,,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}]",https://www.domain.com.au/lot-2-1-learmonth-terrace-enfield-sa-5085-2017627244,ENFIELD,,5085,350000
